trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase,resp_phase_label,participant_id
102,left,0.1,2025-12-01 09:25:34.737408,2025-12-01 09:25:35.342952,0.605544,hit,1764581135.342952,-1.0,exhalation,P005
103,right,0.15,2025-12-01 09:25:41.737408,2025-12-01 09:25:42.300763,0.563356,hit,1764581142.300763,-1.0,exhalation,P005
104,right,0.1,2025-12-01 09:25:48.737408,2025-12-01 09:25:49.399469,0.662061,hit,1764581149.3994691,1.0,inhalation,P005
105,right,0.1,2025-12-01 09:25:55.737408,2025-12-01 09:25:56.353176,0.615769,hit,1764581156.353176,-1.0,exhalation,P005
106,right,0.1,2025-12-01 09:26:02.737408,2025-12-01 09:26:03.304796,0.567389,hit,1764581163.304796,-1.0,exhalation,P005
107,right,0.05,2025-12-01 09:26:04.737408,2025-12-01 09:26:05.349291,0.611884,hit,1764581165.349291,-1.0,exhalation,P005
108,left,0.05,2025-12-01 09:26:11.737408,2025-12-01 09:26:12.399838,0.66243,hit,1764581172.399838,-1.0,exhalation,P005
109,left,0.15,2025-12-01 09:26:15.737408,2025-12-01 09:26:16.330776,0.593368,hit,1764581176.330776,1.0,inhalation,P005
110,left,0.15,2025-12-01 09:26:17.737408,2025-12-01 09:26:18.397282,0.659875,hit,1764581178.397282,-1.0,exhalation,P005
111,left,0.15,2025-12-01 09:26:22.737408,2025-12-01 09:26:23.325358,0.58795,hit,1764581183.3253582,-1.0,exhalation,P005
112,left,0.05,2025-12-01 09:26:26.737408,2025-12-01 09:26:27.301744,0.564336,hit,1764581187.3017442,-1.0,exhalation,P005
113,left,0.05,2025-12-01 09:26:28.737408,2025-12-01 09:26:29.316278,0.578871,hit,1764581189.316278,-1.0,exhalation,P005
114,left,0.15,2025-12-01 09:26:32.737408,2025-12-01 09:26:33.353918,0.61651,hit,1764581193.3539178,1.0,inhalation,P005
115,left,0.05,2025-12-01 09:26:37.737408,2025-12-01 09:26:38.335694,0.598287,hit,1764581198.335694,-1.0,exhalation,P005
116,right,0.05,2025-12-01 09:26:44.737408,2025-12-01 09:26:45.356623,0.619215,hit,1764581205.3566232,1.0,inhalation,P005
117,right,0.05,2025-12-01 09:26:51.737408,2025-12-01 09:26:52.339014,0.601606,hit,1764581212.3390138,-1.0,exhalation,P005
118,right,0.05,2025-12-01 09:26:53.737408,2025-12-01 09:26:54.278764,0.541356,hit,1764581214.278764,1.0,inhalation,P005
119,left,0.05,2025-12-01 09:27:00.737408,2025-12-01 09:27:01.345785,0.608377,hit,1764581221.3457851,-1.0,exhalation,P005
120,left,0.1,2025-12-01 09:27:07.737408,2025-12-01 09:27:08.398863,0.661455,hit,1764581228.398863,-1.0,exhalation,P005
121,right,0.1,2025-12-01 09:27:09.737408,2025-12-01 09:27:10.320371,0.582964,hit,1764581230.320371,-1.0,exhalation,P005
122,left,0.05,2025-12-01 09:27:16.737408,2025-12-01 09:27:17.417711,0.680304,hit,1764581237.417711,-1.0,exhalation,P005
123,left,0.1,2025-12-01 09:27:18.737408,2025-12-01 09:27:19.329605,0.592198,hit,1764581239.329605,-1.0,exhalation,P005
124,right,0.1,2025-12-01 09:27:25.737408,2025-12-01 09:27:26.486055,0.748647,hit,1764581246.486055,-1.0,exhalation,P005
125,left,0.1,2025-12-01 09:27:29.737408,2025-12-01 09:27:30.298250,0.560843,hit,1764581250.29825,-1.0,exhalation,P005
126,right,0.1,2025-12-01 09:27:31.737408,2025-12-01 09:27:32.344532,0.607124,hit,1764581252.344532,1.0,inhalation,P005
